id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40147489,Family Home with view in the Heart of Florence,19613323,Luca,,Centro Storico,43.774853,11.253053,Entire home/apt,131,2,62,2021-10-14,2.99,8,184,35,
40149699,复合式loft公寓,180222038,Siyu,,Centro Storico,43.77577,11.25029,Entire home/apt,85,1,11,2020-04-12,0.50,2,0,0,
40169468,Private room near the historical city centre,222641723,Dalila,,Centro Storico,43.78035,11.23848,Private room,30,2,1,2019-12-31,0.05,1,0,0,
40170722,Casa Bianca Firenze,10926673,Simona,,Isolotto Legnaia,43.77768,11.21385,Entire home/apt,60,2,3,2019-12-29,0.14,1,0,0,
40179213,LA CAVE ROUGE - Secret wine cellar in the center!,274819777,Baptiste,,Centro Storico,43.77343,11.26098,Entire home/apt,73,1,20,2020-02-23,0.86,1,2,6,
40186541,The Clear House🦋,11780175,Dania,,Centro Storico,43.77991,11.24122,Entire home/apt,62,1,16,2020-02-23,0.71,1,0,0,
40187029,Penthouse Duomo view,93113459,Giulia,,Centro Storico,43.770096,11.261497,Entire home/apt,90,5,1,2020-01-02,0.05,2,286,0,
40194002,Palazzuolo 43 House,380378,Officina 360,,Centro Storico,43.77277,11.24637,Entire home/apt,80,1,14,2020-02-15,0.60,26,69,6,
40194417,Sdrucciolo dei Pitti Apartment,45259442,Istay,,Centro Storico,43.7672,11.25007,Entire home/apt,260,2,17,2021-08-18,0.77,68,0,5,
40198090,Elegant & stylish apartment,129216,Cristina,,Centro Storico,43.77032,11.25367,Entire home/apt,150,3,6,2021-10-02,0.47,12,207,4,
40202966,Affittacamere La Viola - Camera con vista,310487364,Vetulio,,Centro Storico,43.77446,11.249967,Private room,58,2,5,2021-09-05,0.23,3,168,3,
40203934,"Promenade apartment, 6 rooms, max 18 persons",42891942,Renato,,Centro Storico,43.7669,11.25375,Private room,50,1,0,,,19,365,0,
40203936,"1 Double room, splendid view to Arno and Uffizi",42891942,Renato,,Centro Storico,43.7669,11.25375,Private room,68,1,3,2020-08-20,0.21,19,356,1,
40216594,"1 Triple room, splendid view to Arno and Uffizi",42891942,Renato,,Centro Storico,43.7669,11.25375,Private room,88,1,0,,,19,356,0,
40217513,"1 Quadruple room, splendid view to Arno and Uffizi",42891942,Renato,,Centro Storico,43.7669,11.25375,Private room,108,1,0,,,19,356,0,
40218144,Apartment up to 10 people Duomo Florence,114639239,Coco Places,,Centro Storico,43.76962,11.25649,Entire home/apt,363,1,1,2020-08-16,0.07,12,0,0,
40222183,Ricasoli 36 Apartment,45259442,Istay,,Centro Storico,43.77645,11.25724,Entire home/apt,224,2,8,2021-08-13,0.59,68,0,6,
40242205,"Splendido appartamento a Firenze ""HAPPY HOLIDAYS""",310704680,Francesco,,Rifredi,43.79716,11.2419,Entire home/apt,69,2,7,2019-12-31,0.32,1,166,0,
40244740,Ricasoli 43 Apartment,45259442,Istay,,Centro Storico,43.77577,11.25783,Entire home/apt,219,2,4,2021-07-25,1.90,68,0,4,
40246929,Ricasoli Mini Apartment,45259442,Istay,,Centro Storico,43.77566,11.25812,Entire home/apt,169,2,1,2020-09-20,0.08,68,0,0,
40249847,feel,310865996,경민,,Centro Storico,43.77538,11.25332,Entire home/apt,110,2,0,,,1,364,0,
40256518,"The Suite Dome, romantic view from the top floor",310912890,Giuseppe,,Centro Storico,43.7712,11.25376,Entire home/apt,251,2,1,2019-12-15,0.04,2,245,0,
40263344,Nuova Firenze,122048407,Simone,,Isolotto Legnaia,43.76695,11.21557,Entire home/apt,50,2,0,,,1,259,0,
40275027,hotel cimabue camera matrimoniale,311074454,Giacomo,,Centro Storico,43.7812,11.25882,Private room,45,1,0,,,4,0,0,
40277737,hotel cimabue camera tripla,311074454,Giacomo,,Centro Storico,43.7812,11.25882,Private room,65,1,0,,,4,0,0,
40278203,Carapelli 7,5700221,Federico,,Centro Storico,43.76794,11.25937,Entire home/apt,127,2,1,2019-11-30,0.04,46,345,0,
40278393,Apartment in Florence along the river,149672137,Paola,,Campo di Marte,43.76658,11.27862,Entire home/apt,100,3,8,2019-12-28,0.36,1,0,0,
40291720,"DESIGN LOFT/APT of FLORENCE "" PALAZZO SIGNORIA """,95316585,Emiliano,,Centro Storico,43.76973,11.25623,Entire home/apt,340,2,12,2021-09-23,2.81,1,226,10,
40299104,Appartamento classico fiorentino,311329737,Niccolo,,Campo di Marte,43.78365,11.26891,Entire home/apt,65,3,0,,,2,348,0,
40302582,Pinti Apartment,311359191,Stefano,,Centro Storico,43.7726,11.26405,Entire home/apt,156,1,7,2020-02-05,0.33,1,207,1,
40317988,hotel cimabue camera quadrupla,311074454,Giacomo,,Centro Storico,43.7812,11.25882,Private room,95,1,0,,,4,0,0,
40318125,hotel cimbue camera matrimoniale,311074454,Giacomo,,Centro Storico,43.7812,11.25882,Private room,45,1,0,,,4,0,0,
40328860,- Historical Florentine Apartment -,187225527,Andrea,,Centro Storico,43.7731,11.24974,Entire home/apt,70,2,77,2021-10-12,3.34,9,342,42,
40332931,APPARTAMENTO LUNGARNO CON TERRAZZA FIRENZE CENTRO,9750669,Annalisa,,Centro Storico,43.76445,11.25854,Entire home/apt,95,1,67,2021-09-29,3.14,6,165,27,
40343667,Quaint Nook in Central Florence,39759763,Victoria,,Centro Storico,43.76949,11.26536,Private room,40,5,2,2020-01-08,0.09,1,0,0,
40346490,LUXURY UFFIZI,301492547,Piero Itinere Villas,,Centro Storico,43.76744,11.25752,Entire home/apt,952,1,0,,,5,85,0,
40357498,Toc Toc - modern apartment in Florence,245906916,Giovanna,,Centro Storico,43.77215,11.26327,Entire home/apt,80,2,8,2020-10-06,0.36,1,29,0,
40361169,Ponte Vecchio 3 Bedroom Apartment,3314526,Alessandro,,Centro Storico,43.76668,11.25321,Entire home/apt,121,45,0,,,34,365,0,
40361572,Fortino dello Stibbert,120686784,Emilio,,Rifredi,43.78886,11.25497,Entire home/apt,75,2,13,2020-02-14,0.60,6,51,0,
40364547,Little Gem in Florence city center,38651812,Italy D'Elite,,Centro Storico,43.77669,11.25456,Entire home/apt,125,1,3,2020-01-07,0.14,9,183,0,
40365748,"Comfort Studio, in the heart of Florence",312008861,Leonardo,,Centro Storico,43.76989,11.25276,Entire home/apt,111,2,2,2020-02-04,0.10,3,263,0,
40366348,"Dante miniloft ""Fuga d'amor""",45201174,Guido,,Centro Storico,43.77032,11.25551,Entire home/apt,80,4,3,2021-08-06,0.83,2,137,3,
40366901,"Deluxe apartments, in the heart of Florence",312008861,Leonardo,,Centro Storico,43.76989,11.25276,Entire home/apt,143,2,3,2021-09-24,0.81,3,351,3,
40367394,"Superior apartments, in the heart of Florence",312008861,Leonardo,,Centro Storico,43.76989,11.25276,Entire home/apt,196,2,3,2020-02-01,0.13,3,326,0,
40369744,Luminoso e silenzioso appartamento pieno di colori,180640225,Barbara,,Campo di Marte,43.77907,11.28877,Entire home/apt,110,2,1,2020-01-01,0.05,1,175,0,
40385071,♣ Pitti's house ♣,312019085,Eleonora,,Centro Storico,43.76417,11.24603,Entire home/apt,70,1,1,2020-01-01,0.05,1,0,0,
40394515,Poldo's Home,312242315,Michael,,Centro Storico,43.78418,11.23946,Entire home/apt,65,1,3,2020-02-16,0.14,1,0,0,
40395105,Charming room in Ancient Palace in Florence,305439008,Giovanni,,Centro Storico,43.78094,11.261,Private room,10,1,0,,,13,0,0,
40396740,Romantic Room in Boutique house in Florence,305439008,Giovanni,,Centro Storico,43.7825,11.2609,Private room,10,1,1,2020-01-06,0.05,13,0,0,
40396907,Charming Room in Boutique Hotel in Florence,305439008,Giovanni,,Centro Storico,43.78091,11.26091,Private room,10,1,0,,,13,0,0,
40397023,Boutique Room in Central Florence,305439008,Giovanni,,Centro Storico,43.78239,11.25885,Private room,200,1,0,,,13,184,0,
40397141,Room with Balcony in Florence - Enjoy the best,305439008,Giovanni,,Centro Storico,43.7823,11.26084,Private room,90,1,0,,,13,233,0,
40397217,Wonderful room in boutique hotel in Florence,305439008,Giovanni,,Centro Storico,43.77979,11.25992,Private room,10,1,0,,,13,0,0,
40401325,Breathtaking View of Ponte Vecchio,382561,Ati,,Centro Storico,43.76673,11.25287,Entire home/apt,124,3,0,,,5,299,0,
40411396,"Bright, Modernized Apartment close to the center",312501713,Perryhan,,Centro Storico,43.78403,11.2384,Entire home/apt,60,2,5,2020-02-26,0.26,1,0,0,
40412406,Amendola Modern Apartment (B),312510634,Silvana,,Campo di Marte,43.76833,11.27117,Entire home/apt,57,1,64,2021-09-21,2.94,2,54,46,
40413214,TERRAZZA,21307436,Bianca,,Centro Storico,43.77473,11.25398,Entire home/apt,120,3,16,2021-09-22,5.52,5,286,16,
40414456,WONDERFUL ROOM at Ponte Vecchio!,194750509,Angela,,Centro Storico,43.76827,11.25934,Private room,36,1,34,2020-02-02,1.53,1,0,0,
40419684,San Lorenzo market house - Florence,289902072,Stefano,,Centro Storico,43.77705,11.25512,Entire home/apt,450,3,1,2020-01-03,0.05,1,90,0,
40419965,Florence Concierge-GHIBELLINA,707707,Monika,,Centro Storico,43.76887,11.26341,Entire home/apt,100,1,1,2020-08-24,0.07,19,140,0,
40420217,Belvedere Costa San Giorgio  loft amazing view,103801635,Cinzia,,Centro Storico,43.76449,11.25639,Entire home/apt,180,2,1,2020-01-02,0.05,4,353,0,
40423308,Boboli Poggio Imperiale in charming villa,103801635,Cinzia,,Gavinana Galluzzo,43.75587,11.24393,Entire home/apt,350,2,0,,,4,178,0,
40427842,A beautiful terrace on Florence !!,193292773,Carolina,,Campo di Marte,43.80286,11.27172,Private room,58,2,0,,,5,88,0,
40436008,VERY CENTRAL 5 minutes walk to STATION for GROUP,194868282,Lorenzo,,Centro Storico,43.77112,11.24871,Entire home/apt,280,2,0,,,1,0,0,
40436073,Central View Design Room camera privata centro,305429971,Bernardo,,Centro Storico,43.7765,11.25245,Private room,75,2,3,2020-01-05,0.21,4,238,0,
40436716,La Contessina Apartment - Santa Maria Novella,66174938,Residence La  Contessina,,Centro Storico,43.77703,11.25028,Entire home/apt,87,1,13,2021-05-15,0.86,5,353,5,
40436833,alloro apartment,312774918,Decima,,Centro Storico,43.77508,11.2534,Entire home/apt,70,7,0,,,1,88,0,
40443122,Real Home Luxury Apts 20 steps from Duomo (N. 1),248626597,Immobiliare Geni,,Centro Storico,43.77369,11.25738,Entire home/apt,160,4,2,2021-08-25,2,2,183,2,
40443674,Nice Furnished Studio near Station SMN,62744791,Ayana,,Centro Storico,43.77957,11.24435,Entire home/apt,59,2,1,2019-12-03,0.04,3,0,0,
40457451,Niccolò Florence Experience - SUITE,268528549,Tommaso,,Centro Storico,43.76489,11.26409,Entire home/apt,70,1,1,2020-03-01,0.05,4,0,0,
40457938,CAMERA DOPPIA,313021103,B&B Old Florence Inn,,Centro Storico,43.77509,11.25098,Private room,86,1,0,,,2,355,0,
40458338,Vigna Vecchia Modern Studio x2,96122546,CleanBnB Team,,Centro Storico,43.77019,11.25977,Entire home/apt,94,2,0,,,94,183,0,
40459811,CAMERA TRIPLA,313021103,B&B Old Florence Inn,,Centro Storico,43.77726,11.25105,Private room,106,1,0,,,2,355,0,
40480204,Charming apt in Oltrarno with garden,2805706,Irene,,Centro Storico,43.76549,11.2453,Entire home/apt,219,30,0,,,1,180,0,
40481767,LA GORA HOUSE: FLORENCE AND SURROUNDINGS IN 3 DAYS,313345544,Enrico,,Gavinana Galluzzo,43.73249,11.21918,Entire home/apt,60,1,2,2021-08-16,0.09,1,268,1,
40482218,Casamilena con giardino e parcheggio privato,313349388,Maria,,Isolotto Legnaia,43.76781,11.22289,Entire home/apt,70,2,31,2021-09-15,1.37,1,46,23,
40485648,Appartamento Timoteo O in Firenze,20933780,Luca,,Centro Storico,43.764507,11.260639,Entire home/apt,224,2,0,,,37,268,0,
40485656,Appartamento Timoteo E in Firenze,20933780,Luca,,Centro Storico,43.764507,11.260479,Entire home/apt,230,2,0,,,37,268,0,
40485663,Appartamento Timoteo D in Firenze,20933780,Luca,,Centro Storico,43.764347,11.260479,Entire home/apt,318,2,0,,,37,268,0,
40485712,Appartamento Timoteo R in Firenze,20933780,Luca,,Centro Storico,43.764507,11.260319,Entire home/apt,277,2,0,,,37,268,0,
40485720,Appartamento Timoteo P in Firenze,20933780,Luca,,Centro Storico,43.764587,11.260479,Entire home/apt,224,2,0,,,37,268,0,
40485723,Appartamento Timoteo N in Firenze,20933780,Luca,,Centro Storico,43.764347,11.260639,Entire home/apt,365,2,0,,,37,268,0,
40485769,Appartamento Timoteo I in Firenze,20933780,Luca,,Centro Storico,43.764507,11.260399,Entire home/apt,324,2,0,,,37,268,0,
40485888,Appartamento Timoteo A in Firenze,20933780,Luca,,Centro Storico,43.764427,11.260479,Entire home/apt,265,2,0,,,37,268,0,
40485909,Appartamento Timoteo S in Firenze,20933780,Luca,,Centro Storico,43.764427,11.260319,Entire home/apt,247,2,0,,,37,268,0,
40485913,Appartamento Timoteo C in Firenze,20933780,Luca,,Centro Storico,43.764427,11.260399,Entire home/apt,365,2,0,,,37,268,0,
40485950,Appartamento Timoteo M in Firenze,20933780,Luca,,Centro Storico,43.764427,11.260639,Entire home/apt,283,2,0,,,37,268,0,
40485951,Appartamento Timoteo Q in Firenze,20933780,Luca,,Centro Storico,43.764267,11.260479,Entire home/apt,277,2,0,,,37,268,0,
40485990,Appartamento Timoteo G in Firenze,20933780,Luca,,Centro Storico,43.764347,11.260559,Entire home/apt,265,2,0,,,37,268,0,
40485992,Appartamento Timoteo L in Firenze,20933780,Luca,,Centro Storico,43.764347,11.260399,Entire home/apt,265,2,0,,,37,268,0,
40510310,Sweet nest in a medieval tower,16080647,Tommaso,,Centro Storico,43.76698,11.25222,Entire home/apt,70,2,22,2021-10-18,1.06,2,79,15,
40520652,Oltrarno 1881 - Bilocale,313712748,Grand Hotel Baglioni,,Centro Storico,43.77033,11.24054,Entire home/apt,120,2,16,2021-10-16,3.81,5,350,16,
40521510,Appartamento Stufa - Mercato Centrale,45259442,Istay,,Centro Storico,43.77607,11.25599,Entire home/apt,237,2,18,2021-08-16,1.14,68,0,8,
40524598,Flat with roof in pieno centro Firenze,313757867,Fede,,Centro Storico,43.77839,11.25931,Private room,45,6,0,,,2,196,0,
40524998,Double superior room in the heart of Florence,313032104,Federica L.,,Isolotto Legnaia,43.76837,11.2332,Private room,103,1,0,,,5,228,0,
40525080,Classic standard room in the heart of Florence,313032104,Federica L.,,Isolotto Legnaia,43.7689,11.2343,Private room,80,1,1,2021-08-10,0.42,5,240,1,
40525154,Economy standard room in the heart of Florence,313032104,Federica L.,,Isolotto Legnaia,43.77021,11.23253,Private room,75,1,0,,,5,239,0,
40525217,Standard single room in the heart of Florence,313032104,Federica L.,,Isolotto Legnaia,43.76848,11.23269,Private room,64,1,0,,,5,242,0,
40525294,Villoresi Mansion Apt. 2,5700221,Federico,,Centro Storico,43.76528,11.25695,Entire home/apt,174,2,4,2021-08-14,0.19,46,114,2,
40525344,Family superior room in the heart of Florence,313032104,Federica L.,,Isolotto Legnaia,43.76868,11.23452,Private room,155,1,0,,,5,239,0,
40526166,Premiere Apartments Ponte Vecchio - Suite Granduca,198338787,Louise,,Centro Storico,43.767281,11.253489,Entire home/apt,600,7,0,,,3,111,0,
40527236,Piccola e bellissima matrimoniale in centro,221661456,Cristian,,Centro Storico,43.77344,11.26562,Private room,100,1,5,2021-06-13,0.23,2,0,3,
40527489,Premiere Apartments Ponte Vecchio - Bardi Suite,198338787,Louise,,Centro Storico,43.767208,11.253618,Entire home/apt,600,7,0,,,3,0,0,
40527806,60s Room in the Zip b&b in Florence,313040155,Zip B&B Design In Florence,,Centro Storico,43.77435,11.252,Private room,134,1,0,,,2,54,0,
40527864,80s room Zip b&b,313040155,Zip B&B Design In Florence,,Centro Storico,43.77597,11.24973,Private room,138,1,0,,,2,55,0,
40528760,The Artist's House,38651812,Italy D'Elite,,Centro Storico,43.7703,11.26316,Entire home/apt,155,1,2,2020-01-06,0.09,9,0,0,
40528880,ippo suite... tutta rinnovata!!!,307129075,Laura,,Campo di Marte,43.77443,11.27395,Entire home/apt,40,3,2,2020-01-29,0.09,1,16,0,
40530640,Appartamento San Lorenzo Firenze,313810174,Maty,,Centro Storico,43.77231,11.25696,Entire home/apt,120,2,1,2020-01-08,0.05,1,0,0,
40546281,Cinzia's home,310408185,Claudio,,Isolotto Legnaia,43.76521,11.2192,Entire home/apt,50,2,7,2020-02-29,0.32,1,300,1,
40549653,camera doppia,313738329,Arco Antico B&B,,Centro Storico,43.77849,11.25104,Private room,80,1,4,2021-08-27,0.18,3,335,1,
40551998,All'ombra del Duomo,314141125,Luca,,Centro Storico,43.77615,11.25886,Entire home/apt,64,2,14,2021-09-03,0.64,1,350,12,
40557611,Casa dolce Casa.. 12 minuti dal centro di Firenze,314187926,Irene,,Rifredi,43.79674,11.21384,Entire home/apt,52,2,22,2021-09-19,0.98,1,259,12,
40564519,Appartamento Ponte Vecchio,17488606,Giulia,,Centro Storico,43.76641,11.25264,Entire home/apt,150,3,0,,,1,107,0,
40571831,A resting cozy room in Rifredi,10506595,Iacopo Maria,,Rifredi,43.79753,11.24147,Private room,19,1,2,2020-01-05,0.10,2,357,0,
40573970,Monolocale 15 Mq in pieno Centro,145500942,Sabrina,,Gavinana Galluzzo,43.75419,11.28691,Entire home/apt,60,1,0,,,2,365,0,
40575508,Nice room with private bathroom in the city center,307132532,Ginevra,,Centro Storico,43.77376,11.25173,Private room,103,1,0,,,3,164,0,
40579605,Cozy apart 5 minutes to the Duomo,302070787,Silvia,,Centro Storico,43.7739,11.25152,Entire home/apt,73,1,33,2021-10-11,1.50,1,309,26,
40580546,"Soggiorno Rubino B&B,Triple room",313063607,Andrea,,Centro Storico,43.77741,11.24972,Private room,200,1,0,,,3,27,0,
40581931,Family room,38684047,Nadia,,Centro Storico,43.77604,11.25021,Private room,113,1,0,,,4,276,0,
40583617,BEAUTIFUL FLORENCE APARTMENT,16651502,Stefania,,Centro Storico,43.76507,11.25734,Entire home/apt,126,3,1,2020-01-01,0.05,11,9,0,
40602235,Sant'Antonino 23 Apartment,45259442,Istay,,Centro Storico,43.77469,11.25246,Entire home/apt,245,2,21,2021-08-17,0.96,68,0,14,
40603203,Camera singola,313738329,Arco Antico B&B,,Centro Storico,43.77796,11.25129,Private room,50,1,21,2021-08-21,2.72,3,322,20,
40603403,Camera tripla,313738329,Arco Antico B&B,,Centro Storico,43.77779,11.24981,Private room,100,1,0,,,3,338,0,
40603697,Oblate Exclusive View,249850421,ApartmentsFlorence,,Centro Storico,43.77256,11.26217,Entire home/apt,339,3,0,,,9,42,0,048017LTN5000
40606593,Oltrarno 1881 - Wellness con bagno turco,313712748,Grand Hotel Baglioni,,Centro Storico,43.77107,11.2422,Entire home/apt,135,2,3,2021-09-24,3,5,334,3,
40608624,Single Room with private bathroom,313081653,Hotel Careggi,,Rifredi,43.79613,11.24529,Private room,51,1,15,2021-08-28,2.16,9,361,13,
40611804,Hs4U Servi Suite Apartment 2,151896777,Reservation,,Centro Storico,43.77334,11.25869,Entire home/apt,72,2,2,2020-01-23,0.09,17,0,0,
40612268,"Vola a Firenze, comodo comodo",101240757,Giovanna,,Rifredi,43.79677,11.21182,Entire home/apt,50,1,9,2020-02-16,0.40,1,0,0,
40614629,Via Santo Spirito,116736816,Enio,,Centro Storico,43.7689,11.24688,Entire home/apt,100,15,0,,,1,0,0,
40623641,"Soggiorno Rubino B&B,Double room with balcony",313063607,Andrea,,Centro Storico,43.77533,11.25032,Private room,160,1,0,,,3,18,0,
40625391,Hills room - Monna Letizia rooms (affittacamere),102071615,Letizia,,Campo di Marte,43.76982,11.28065,Private room,60,1,1,2020-01-01,0.05,4,111,0,
40626072,"Tower House, zona Signoria, tre camere, due bagni",314961098,Margherita,,Centro Storico,43.7692,11.25422,Entire home/apt,115,2,1,2020-02-13,0.05,2,279,0,
40629830,"Sweet Home Santa Trinita, in the heart of Florence",24321628,Barbara,,Centro Storico,43.76998,11.25218,Entire home/apt,162,2,22,2021-10-06,1.01,14,293,12,048017LTN4906
40631831,Heart of Florence,156534404,Ketjona,,Centro Storico,43.77065,11.26043,Entire home/apt,80,2,26,2021-06-12,1.18,5,177,20,
40633462,Cozy apartment with private parking,11455596,Cristina,,Centro Storico,43.78325,11.23441,Entire home/apt,70,3,4,2019-12-27,0.18,2,226,0,
40633464,Flat Maggy - Ponte Vecchio neighbourhood,325913840,Margherita,,Centro Storico,43.76715,11.25349,Entire home/apt,73,2,7,2021-10-11,0.33,15,112,6,048017LTN5480
40636791,BRUNELLESCHI FLAT,301492547,Piero Itinere Villas,,Centro Storico,43.77107,11.26099,Entire home/apt,547,1,0,,,5,49,0,
40637342,Il Civettino - appartamento nel centro storico,104096848,Giovanni,,Centro Storico,43.77463,11.26369,Entire home/apt,125,3,5,2021-10-10,0.23,1,353,3,
40645870,"Single sofa in the center, 5 min to Duomo",298575081,Aimira,,Centro Storico,43.77996,11.25551,Shared room,10,5,0,,,1,0,0,
40652594,appartamento nel verde alle porte della città,315285246,Rosanna,,Gavinana Galluzzo,43.75214,11.23356,Entire home/apt,54,7,0,,,1,0,0,
40652636,GateToFlorence: Your Journey to Florence,315286615,Lucio,,Centro Storico,43.77995,11.23785,Entire home/apt,37,2,55,2021-09-26,2.47,1,50,24,
40655839,Rosetta House,315310986,Carlo,,Centro Storico,43.78017,11.25659,Entire home/apt,500,5,11,2020-09-24,0.50,1,90,0,
40659435,S.Niccolo’ apartment near Ponte Vecchio,219384928,Renato,,Centro Storico,43.76253,11.26094,Entire home/apt,90,1,3,2020-10-15,0.22,4,172,0,
40669834,Duomo luxury apartment.,264946779,Francesca,,Centro Storico,43.77164,11.25699,Entire home/apt,100,2,4,2021-10-04,2.03,2,344,4,
40675515,Sapiti al 2,315573158,Serena,,Centro Storico,43.76835,11.25114,Entire home/apt,150,2,1,2020-01-01,0.05,1,0,0,
40689255,Doppia Standard,313081653,Hotel Careggi,,Rifredi,43.79614,11.24555,Private room,74,1,7,2020-09-27,0.34,9,360,2,
40691915,Double room single use,313081653,Hotel Careggi,,Rifredi,43.79757,11.24366,Private room,62,1,1,2021-07-08,0.29,9,361,1,
40693619,"Handy House, centro di Firenze a portata di mano!",296505998,Valentina,,Centro Storico,43.78027,11.24665,Entire home/apt,80,2,4,2020-01-11,0.18,1,168,0,
40696111,Double superior,313081653,Hotel Careggi,,Rifredi,43.79605,11.24561,Private room,77,1,1,2020-08-16,0.07,9,362,0,
40696317,Florence nest with a Boboli garden view,53664817,Irene Vittoria,,Centro Storico,43.76199,11.243,Entire home/apt,72,2,4,2021-09-10,0.18,2,0,3,
40696468,★★★★★InstaUffizi's! Premium Quality | Ace Location,315864003,Duccio,,Centro Storico,43.76625,11.25565,Entire home/apt,130,3,56,2021-10-14,2.57,1,67,21,
40714027,Triple Room,313081653,Hotel Careggi,,Rifredi,43.7963,11.24355,Private room,87,1,4,2020-08-18,1.12,9,360,3,
40714706,FLORENCE ARTE,301492547,Piero Itinere Villas,,Centro Storico,43.77191,11.24979,Entire home/apt,194,1,0,,,5,49,0,
40715430,Central Fully Staff House with panoramic terrace,305439008,Giovanni,,Centro Storico,43.78045,11.25955,Entire home/apt,900,1,0,,,13,0,0,
40716769,Balcony room - Monna Letizia rooms (affittacamere),102071615,Letizia,,Campo di Marte,43.76776,11.2803,Private room,90,1,1,2020-01-01,0.05,4,292,0,
40717212,Duomo room - Monna Letizia rooms (affittacamere),102071615,Letizia,,Campo di Marte,43.76963,11.27897,Private room,90,1,1,2020-01-01,0.05,4,292,0,
40717718,Suite -Monna Letizia Rooms (affittacamere),102071615,Letizia,,Campo di Marte,43.76778,11.27856,Private room,100,1,2,2021-09-02,0.09,4,237,1,
40719045,Stanza Quadrupla,313081653,Hotel Careggi,,Rifredi,43.79617,11.24571,Private room,100,1,2,2021-07-18,0.52,9,357,2,
40721874,"Studio Santa Trinita, bellissima vista monumenti",310912890,Giuseppe,,Centro Storico,43.76995,11.25146,Entire home/apt,59,2,0,,,2,120,0,
40723082,Alfani Luxury House. Centro storico 8 posti letto,316104919,Nadia,,Centro Storico,43.77407,11.2631,Entire home/apt,199,1,3,2020-03-01,0.15,1,282,0,
40723684,Urban Safari Tent,199426545,Firenze,,Campo di Marte,43.76601,11.31544,Entire home/apt,55,1,26,2021-10-05,1.69,3,106,22,
40725436,Andrea's Charming  house in Florenc +  free parking (under video surveillance 24h),15406683,Andrea,,Rifredi,43.79766,11.221,Entire home/apt,46,1,31,2020-07-14,1.43,2,0,1,FI012149
40728477,Florence Design  Loft,3933330,Tami,,Centro Storico,43.77705,11.2547,Entire home/apt,95,30,3,2020-10-08,0.14,1,126,0,
40741884,Double  Room AIR COND. Bathroom incl. frigo,316335042,Alessio,,Rifredi,43.79919,11.19785,Private room,18,1,0,,,6,168,0,
40744395,JACOPO'S HOUSE,23839821,Nicola,,Centro Storico,43.78567,11.24137,Entire home/apt,30,2,0,,,1,0,0,
40746545,NEW! ModernRoom withPVTbathroom. 2STEPSfromDOME,94774975,Olfrid,,Centro Storico,43.77841,11.25308,Private room,61,2,73,2021-10-11,3.32,4,355,42,
40747601,"Uffizi Terrace Rooftop, bella terrazza vista tetti",316403601,Gama,,Centro Storico,43.7682,11.25651,Entire home/apt,105,2,0,,,1,198,0,
40747891,Ponte Vecchio Luxury Penthouse,5700221,Federico,,Centro Storico,43.76982,11.2527,Entire home/apt,290,2,2,2021-08-31,0.09,46,225,1,
40748025,Villa Tortorelli - Camera Superior,49812442,Rambaldo,,Centro Storico,43.775085,11.267185,Private room,82,1,163,2021-10-16,7.24,8,0,162,
40749475,"Lodge Duomo View, stunning view from the terrace",316431263,Silvia,,Centro Storico,43.78098,11.26284,Entire home/apt,136,2,0,,,1,102,0,
40750165,"Brunelleschi, piccolo gioiello vicino al Duomo",316437878,Maurizio,,Centro Storico,43.77418,11.25658,Entire home/apt,70,2,0,,,1,0,0,
40751344,"Benedetta, 2 camere doppie, 2 bagni. Vicino a SMN",316447063,Priya,,Centro Storico,43.77385,11.24673,Entire home/apt,111,2,0,,,1,111,0,
40753311,"Valia Florence Pitti 1, next to Palazzo Pitti",44428497,Mary&Marina,,Centro Storico,43.76617,11.24943,Entire home/apt,69,1,9,2021-09-17,0.60,5,352,5,
40764813,Bellissimo bilocale in centro a Firenze,31302189,Giulia,,Centro Storico,43.76721,11.25117,Entire home/apt,200,180,0,,,1,363,0,
40769395,[SANTA CROCE] Wonderful Apartment in Centre,101232849,Chiara,,Centro Storico,43.76817,11.26411,Entire home/apt,64,2,4,2020-03-01,0.20,1,246,2,FI012115
40773854,Flat Isa- Ponte Vecchio neighbourhood,325913840,Margherita,,Centro Storico,43.76719,11.2533,Entire home/apt,70,2,3,2021-08-04,1.50,15,50,3,048017LTN5478
40774417,Academy House davanti alla Galleria dell'Accademia,316771386,Celso,,Centro Storico,43.77688,11.25851,Entire home/apt,67,2,3,2021-08-07,1.15,1,81,3,
40775682,Casa Medievale,27683949,Yelitza,,Centro Storico,43.7734,11.26339,Entire home/apt,100,3,1,2020-01-01,0.05,2,0,0,
40776163,11 - Enjoy most charming accommodation in Florence,316789775,Giovanni,,Centro Storico,43.78263,11.25882,Private room,10,1,0,,,2,293,0,
40777280,San Firenze Luxury Suite con 2 camere e 2 bagni,316794094,Angela,,Centro Storico,43.77012,11.25758,Entire home/apt,199,1,9,2021-08-21,0.45,1,106,5,
40779423,Camera privata a San Frediano,57376652,Camila,,Isolotto Legnaia,43.76929,11.23677,Private room,30,2,1,2019-12-29,0.05,1,0,0,
40780035,#SWEET TEGOLAIO#,316826896,Filippo,,Centro Storico,43.76698,11.24729,Entire home/apt,100,1,1,2020-01-05,0.05,1,0,0,
